-188.50000000000003	-94.25000000000001	-43.1	1	7	1	1	0	0
-12.299999999999992	-6.149999999999996	-9.199999999999998	0	3	1	1	0	0
-489.2999999999989	-244.64999999999944	-22.499999999999996	1	6	1	0	0	0
-177.60000000000002	-88.80000000000001	-20.0	-4	0	1	0	0	0
-484.1999999999973	-242.09999999999866	-28.2	1	4	1	1	1	0
-228.8	-114.4	-20.9	-1	3	1	0	0	0
-463.1999999999991	-231.59999999999954	-19.500000000000004	-3	2	1	1	0	0
-87.40000000000012	-43.70000000000006	-8.700000000000003	3	4	1	0	0	0
-318.2999999999994	-159.1499999999997	-8.400000000000002	1	4	1	0	0	0
-264.7999999999999	-132.39999999999995	-21.900000000000002	1	3	1	0	0	0
-107.70000000000009	-53.850000000000044	-10.999999999999996	3	6	1	0	0	0
-885.1000000000022	-442.5500000000011	-32.4	-4	4	1	0	0	0
-126.9000000000001	-63.45000000000005	-26.099999999999998	-1	4	1	1	0	0
-478.19999999999817	-239.09999999999908	-51.20000000000001	0	7	1	0	0	0
-1193.2000000000069	-596.6000000000034	-37.099999999999994	-2	5	1	0	1	0
-845.9000000000013	-422.95000000000067	-19.099999999999994	-1	5	1	0	0	0
-297.3999999999995	-148.69999999999976	15.200000000000005	0	2	1	0	0	0
-126.2000000000002	-63.1000000000001	-26.9	1	6	1	0	0	0
-183.40000000000003	-91.70000000000002	-27.3	0	5	0	1	0	0
-155.80000000000007	-77.90000000000003	2.5999999999999996	4	5	1	1	1	0
-404.8999999999991	-202.44999999999956	9.599999999999998	-1	2	1	0	0	0
-433.0999999999988	-216.5499999999994	0.899999999999999	3	4	1	1	0	0
-192.30000000000015	-96.15000000000008	-12.600000000000001	1	4	1	0	0	0
-79.70000000000009	-39.850000000000044	7.8999999999999995	-1	1	1	1	0	0
-304.29999999999944	-152.14999999999972	-4.800000000000001	-1	3	1	1	0	0
-256.7999999999997	-128.39999999999986	-26.9	0	5	1	0	0	0
-93.60000000000005	-46.800000000000026	-21.299999999999994	-2	4	1	0	0	0
-172.10000000000025	-86.05000000000013	-22.799999999999997	-2	4	1	1	0	0
23.299999999999955	11.649999999999977	-24.999999999999993	-1	4	1	0	0	0
-213.79999999999998	-106.89999999999999	-16.199999999999996	1	3	1	0	0	0
-76.60000000000002	-38.30000000000001	-22.0	-1	3	1	0	0	0
-173.20000000000007	-86.60000000000004	-40.9	2	7	1	1	0	0
-191.89999999999986	-95.94999999999993	-17.400000000000002	0	4	1	0	0	0
-152.20000000000002	-76.10000000000001	-18.6	-1	3	1	0	0	0
-615.0999999999996	-307.5499999999998	-5.499999999999999	0	5	1	0	0	0
-200.89999999999932	-100.44999999999966	-5.799999999999997	3	4	1	0	0	0
-367.6999999999989	-183.84999999999945	-19.699999999999992	-2	3	1	0	0	0
-308.7	-154.35	-15.8	1	3	1	1	0	0
-380.0999999999992	-190.0499999999996	-31.299999999999997	1	6	1	0	0	0
-81.30000000000021	-40.650000000000105	-1.6000000000000014	1	3	1	0	0	0
-292.7000000000001	-146.35000000000005	-25.2	-1	4	1	1	0	0
-849.0	-424.5	-12.600000000000003	1	4	1	0	1	0
-607.5999999999992	-303.7999999999996	-17.299999999999994	1	5	1	0	1	0
-336.3999999999993	-168.19999999999965	-40.89999999999999	1	5	1	0	0	0
-175.7000000000001	-87.85000000000005	-30.599999999999998	3	5	1	0	0	0
-685.4999999999995	-342.7499999999998	-37.3	2	6	1	0	0	0
-684.3999999999999	-342.19999999999993	-21.799999999999997	0	4	1	0	1	0
-426.79999999999916	-213.39999999999958	-26.9	-1	5	1	0	0	0
-396.99999999999966	-198.49999999999983	-39.9	-2	5	1	1	0	0
-326.3999999999998	-163.1999999999999	-19.5	0	4	1	0	0	0
-260.8999999999998	-130.4499999999999	-8.5	-2	2	1	0	0	0
-626.7000000000014	-313.3500000000007	-20.800000000000004	-3	2	1	0	0	0
-51.99999999999999	-25.999999999999996	-23.0	0	4	1	1	0	0
-326.6999999999994	-163.3499999999997	-6.599999999999998	2	5	1	0	0	0
-197.6000000000001	-98.80000000000005	-8.6	2	3	1	0	0	0
-152.19999999999987	-76.09999999999994	-9.999999999999996	-1	2	1	1	0	0
-636.700000000001	-318.3500000000005	-7.3	2	5	1	0	1	0
6.8999999999998805	3.4499999999999402	-22.8	-1	4	1	0	0	0
-356.8000000000001	-178.40000000000006	-28.2	-4	2	1	0	0	0
-1210.4000000000067	-605.2000000000033	-12.299999999999997	-3	1	1	0	1	0
-128.60000000000014	-64.30000000000007	-22.6	-1	3	1	0	0	0
-258.9999999999999	-129.49999999999994	-31.09999999999999	1	5	1	1	0	0
-243.19999999999962	-121.59999999999981	-26.599999999999998	0	4	1	0	1	0
-106.20000000000005	-53.10000000000002	-10.4	0	4	0	1	0	0
-419.6999999999996	-209.8499999999998	-57.49999999999999	4	9	1	0	1	0
-658.9	-329.45	-44.400000000000006	1	8	1	1	1	0
-484.6999999999993	-242.34999999999965	-30.399999999999988	3	5	1	0	0	0
-594.099999999999	-297.0499999999995	-33.800000000000004	5	7	1	1	1	0
-112.00000000000006	-56.00000000000003	-23.7	2	6	1	1	0	0
-43.99999999999999	-21.999999999999996	-18.699999999999996	2	6	1	0	0	0
-65.70000000000002	-32.85000000000001	-32.0	3	7	1	1	0	0
287.4000000000006	143.7000000000003	-15.599999999999994	3	6	1	1	0	0
35.80000000000004	17.90000000000002	2.6999999999999993	-3	1	0	0	0	0
207.50000000000009	103.75000000000004	28.199999999999996	0	1	1	0	0	0
-39.300000000000004	-19.650000000000002	-25.4	4	6	1	1	0	0
-46.50000000000004	-23.25000000000002	1.0999999999999996	-1	3	1	1	0	0
-210.8999999999999	-105.44999999999995	-9.7	2	6	1	1	0	0
-50.10000000000003	-25.050000000000015	-7.000000000000002	2	5	1	1	0	0
35.89999999999994	17.94999999999997	-7.2	-1	1	1	0	0	0
-105.00000000000003	-52.500000000000014	-32.19999999999999	2	6	1	0	0	0
218.30000000000004	109.15000000000002	30.1	0	1	0	1	0	0
-23.29999999999999	-11.649999999999995	-2.4000000000000017	1	5	1	1	0	0
-154.6999999999998	-77.3499999999999	11.599999999999996	1	4	1	0	1	0
-231.29999999999978	-115.64999999999989	-8.7	0	4	1	0	1	0
467.6000000000009	233.80000000000044	-3.8000000000000016	5	7	1	1	0	0
-198.6	-99.3	-34.0	0	4	1	1	1	0
-75.10000000000004	-37.55000000000002	7.4	1	4	1	0	0	0
19.099999999999998	9.549999999999999	2.3999999999999995	-1	3	1	0	0	0
-45.09999999999999	-22.549999999999994	-15.59999999999999	4	7	1	1	0	0
22.60000000000002	11.30000000000001	-19.200000000000003	4	6	1	0	0	1
-77.10000000000004	-38.55000000000002	-30.199999999999996	5	9	1	0	0	0
-27.099999999999994	-13.549999999999997	-17.7	0	5	1	1	0	0
409.1000000000006	204.5500000000003	31.799999999999997	2	3	0	0	0	1
-125.00000000000027	-62.500000000000135	-18.599999999999998	1	4	1	0	0	0
6.999999999999954	3.499999999999977	-8.2	0	5	1	0	0	0
6.099999999999992	3.049999999999996	5.699999999999997	3	4	1	0	0	0
4.799999999999993	2.3999999999999964	-0.8000000000000016	0	2	1	1	0	0
-98.1000000000001	-49.05000000000005	-2.1000000000000014	-2	3	0	0	0	0
-63.39999999999999	-31.699999999999996	-17.200000000000006	-1	4	1	1	0	0
330.3000000000006	165.1500000000003	-7.800000000000002	0	4	1	0	0	0
34.1	17.05	-8.299999999999999	-1	3	1	1	0	0
-37.599999999999994	-18.799999999999997	-19.200000000000003	-8	1	0	0	0	0
71.19999999999985	35.59999999999992	-40.8	2	5	1	0	0	0
