-253.60000000000028	-126.80000000000014	-22.900000000000002	2	4	1	1	0
-396.4	-198.2	-68.1	-4	5	1	1	0
-1189.6999999999985	-594.8499999999992	-7.200000000000001	1	2	1	0	1
-318.5999999999992	-159.2999999999996	-3.900000000000004	3	4	1	1	0
-230.8000000000003	-115.40000000000015	-13.5	0	4	1	0	0
-215.2000000000003	-107.60000000000015	-17.200000000000003	1	4	1	0	0
-204.99999999999977	-102.49999999999989	-11.7	-5	0	1	0	0
-580.399999999999	-290.1999999999995	-18.999999999999996	-2	3	1	0	0
-506.7999999999989	-253.39999999999944	-4.799999999999998	-3	1	1	0	0
-306.1999999999997	-153.09999999999985	-23.499999999999996	-1	2	1	0	0
-237.0000000000001	-118.50000000000006	-8.500000000000002	-4	2	1	0	0
-323.5999999999998	-161.7999999999999	-15.2	1	1	1	0	0
-226.20000000000002	-113.10000000000001	-4.400000000000001	0	2	1	0	0
-264.4	-132.2	-34.69999999999999	4	6	1	0	0
-285.3999999999995	-142.69999999999976	-32.89999999999999	7	9	1	1	0
-563.8999999999965	-281.9499999999982	-22.700000000000003	1	2	1	0	0
-1862.8000000000125	-931.4000000000062	-22.900000000000002	3	4	1	1	1
-409.39999999999986	-204.69999999999993	-30.6	5	6	1	0	0
-316.699999999999	-158.3499999999995	-9.4	-1	1	1	0	1
-265.9000000000003	-132.95000000000016	-52.199999999999996	-4	4	1	0	0
-530.0999999999995	-265.0499999999997	-3.3000000000000003	1	3	1	0	0
-205.10000000000005	-102.55000000000003	-24.900000000000002	4	7	1	0	0
-377.7999999999995	-188.89999999999975	-17.900000000000002	-2	3	1	0	1
-223.59999999999982	-111.79999999999991	-27.599999999999994	5	7	1	0	0
-314.69999999999993	-157.34999999999997	-32.5	8	9	1	1	0
-301.29999999999984	-150.64999999999992	-22.699999999999996	5	5	1	1	0
-263.7000000000002	-131.8500000000001	-22.900000000000002	2	4	1	1	0
-378.2000000000003	-189.10000000000014	-12.3	0	3	1	0	0
-362.4	-181.2	-61.59999999999999	0	7	1	1	0
-355.6999999999993	-177.84999999999965	-34.900000000000006	-1	4	1	0	1
-336.4999999999999	-168.24999999999994	-4.7	1	3	1	1	0
-378.3999999999992	-189.1999999999996	-15.300000000000004	1	4	1	0	1
-431.5999999999992	-215.7999999999996	-20.4	-3	1	1	0	0
-500.29999999999876	-250.14999999999938	-4.699999999999999	-4	0	1	0	0
-244.10000000000005	-122.05000000000003	-12.000000000000004	1	2	1	1	0
-265.60000000000036	-132.80000000000018	-47.4	-5	4	1	0	0
-1742.8000000000118	-871.4000000000059	-20.7	3	6	1	0	1
-598.9999999999951	-299.49999999999756	-16.3	1	3	1	0	0
-261.7999999999996	-130.8999999999998	-33.8	5	7	1	1	1
-305.0	-152.5	-37.0	4	5	1	0	0
-413.0999999999999	-206.54999999999995	-18.599999999999998	1	4	1	0	0
-258.5000000000001	-129.25000000000006	-13.299999999999997	-4	2	1	0	0
-341.7	-170.85	-15.899999999999999	3	3	1	1	0
-427.29999999999956	-213.64999999999978	-34.099999999999994	5	7	0	0	0
-497.59999999999945	-248.79999999999973	-16.3	2	3	1	0	0
-294.7999999999995	-147.39999999999975	-2.2	3	5	1	1	1
-330.69999999999953	-165.34999999999977	-15.1	-2	2	1	0	1
-327.39999999999975	-163.69999999999987	-32.4	9	10	1	1	0
-259.4000000000002	-129.7000000000001	-14.000000000000007	3	4	1	0	0
-269.6000000000004	-134.8000000000002	-13.2	-5	2	1	0	0
-1051.4000000000067	-525.7000000000033	-11.000000000000004	1	3	1	1	0
-319.99999999999955	-159.99999999999977	-20.799999999999994	9	10	1	0	1
-332.79999999999944	-166.39999999999972	-19.9	-1	2	1	1	1
-264.50000000000034	-132.25000000000017	-53.6	-5	4	1	0	0
-253.49999999999994	-126.74999999999997	-58.9	0	6	1	1	0
-284.0999999999999	-142.04999999999995	-49.400000000000006	2	6	1	0	0
-204.89999999999984	-102.44999999999992	-19.5	0	3	1	0	1
-758.4	-379.2	-6.400000000000003	2	4	1	0	0
-1578.8000000000093	-789.4000000000046	-25.2	3	4	1	1	1
-326.09999999999894	-163.04999999999947	-14.300000000000004	-1	2	1	1	1
-467.6999999999984	-233.8499999999992	-34.99999999999999	2	4	1	1	0
-315.4	-157.7	-10.099999999999998	-1	3	1	1	0
-295.10000000000014	-147.55000000000007	-15.800000000000002	3	5	1	0	0
-311.4999999999993	-155.74999999999966	-0.10000000000000009	-2	2	1	0	0
-218.1999999999999	-109.09999999999995	-29.599999999999994	3	4	1	1	0
-200.10000000000014	-100.05000000000007	-9.999999999999996	-1	4	1	1	1
-352.1999999999999	-176.09999999999994	-18.5	-1	4	1	1	0
-253.10000000000028	-126.55000000000014	-20.7	1	2	1	1	0
-339.29999999999967	-169.64999999999984	-24.3	1	5	1	1	0
-291.0999999999994	-145.5499999999997	-14.799999999999997	7	8	1	1	1
-291.79999999999995	-145.89999999999998	-50.0	-7	3	1	1	0
-302.29999999999956	-151.14999999999978	-52.300000000000004	7	7	1	1	0
-583.5999999999991	-291.79999999999956	-35.0	4	5	1	1	0
-804.0000000000017	-402.00000000000085	-13.299999999999999	4	5	1	0	0
-270.70000000000033	-135.35000000000016	-24.500000000000004	-8	1	1	0	1
-218.40000000000003	-109.20000000000002	-3.9000000000000012	1	2	1	1	0
-1689.8000000000097	-844.9000000000049	-42.199999999999996	1	5	1	1	1
-468.49999999999903	-234.24999999999952	-5.3999999999999995	-2	2	1	0	1
-580.4999999999993	-290.24999999999966	-33.5	3	6	1	0	0
-1328.9000000000067	-664.4500000000033	-23.9	3	6	1	1	1
-711.2999999999985	-355.64999999999924	-9.000000000000002	3	5	1	1	1
-358.39999999999975	-179.19999999999987	-29.000000000000004	-2	2	1	0	1
-576.6999999999989	-288.34999999999945	-15.099999999999998	2	4	1	1	0
-710.3000000000011	-355.15000000000055	-14.800000000000004	-3	2	1	1	0
-203.90000000000006	-101.95000000000003	-21.299999999999997	-1	4	1	1	1
-552.7999999999978	-276.3999999999989	-24.899999999999995	3	3	1	1	0
-750.9000000000009	-375.45000000000044	-1.1000000000000012	0	2	1	0	0
-510.4999999999987	-255.24999999999935	-22.599999999999998	5	6	1	0	1
-292.8999999999993	-146.44999999999965	-13.200000000000003	7	7	1	0	0
-260.00000000000006	-130.00000000000003	-22.49999999999999	3	4	1	1	0
-545.9999999999973	-272.99999999999864	-22.899999999999995	2	5	1	0	0
-725.299999999991	-362.6499999999955	-19.4	-2	2	1	0	1
-265.09999999999974	-132.54999999999987	-21.8	5	6	1	0	0
-299.2999999999995	-149.64999999999975	-14.199999999999996	5	6	1	0	0
-342.29999999999944	-171.14999999999972	-16.099999999999994	5	6	1	0	0
-625.4999999999992	-312.7499999999996	-41.2	1	4	1	0	0
-459.39999999999907	-229.69999999999953	-14.100000000000001	5	6	1	0	0
-936.3000000000017	-468.15000000000083	-26.6	3	5	1	1	1
-513.8999999999987	-256.94999999999936	-3.3999999999999995	3	5	1	1	0
-254.19999999999993	-127.09999999999997	-7.799999999999998	0	4	1	0	0
-77.20000000000003	-38.600000000000016	-23.599999999999998	-1	2	1	0	0
-101.00000000000001	-50.50000000000001	-29.599999999999998	4	6	1	0	0
-105.80000000000005	-52.90000000000003	-12.8	-1	3	1	1	0
-126.10000000000018	-63.05000000000009	-17.2	2	4	1	1	0
-395.3999999999987	-197.69999999999936	-11.6	-2	1	1	0	1
-176.7999999999998	-88.3999999999999	-41.49999999999999	1	5	1	0	0
-62.30000000000002	-31.15000000000001	1.7000000000000006	1	2	0	1	0
-280.99999999999966	-140.49999999999983	2.700000000000001	-1	2	1	0	1
-717.6999999999999	-358.84999999999997	-29.399999999999988	-1	4	1	0	0
-28.300000000000008	-14.150000000000004	-23.599999999999998	-4	1	0	0	0
-95.0000000000001	-47.50000000000005	-7.4	-2	2	1	1	0
-180.29999999999993	-90.14999999999996	-7.699999999999999	-3	2	1	0	0
-809.0000000000016	-404.5000000000008	-19.599999999999994	1	5	1	1	1
-81.2	-40.6	-5.000000000000002	-1	1	1	0	0
-71.90000000000002	-35.95000000000001	-17.0	-1	6	1	0	0
-478.2999999999986	-239.1499999999993	-11.200000000000005	-1	3	1	0	0
-286.6000000000002	-143.3000000000001	-4.999999999999997	-7	1	1	1	0
-267.0	-133.5	-9.900000000000002	0	3	1	0	0
11.399999999999988	5.699999999999994	-6.799999999999999	-1	3	1	0	0
-124.60000000000007	-62.30000000000003	-30.2	-2	4	1	1	0
-182.69999999999993	-91.34999999999997	-15.300000000000002	1	1	1	1	1
-703.5999999999997	-351.79999999999984	-3.3000000000000007	-1	1	1	1	1
-202.7	-101.35	-52.00000000000001	4	9	1	0	0
-55.499999999999964	-27.749999999999982	-19.1	1	4	1	1	0
-191.09999999999994	-95.54999999999997	-22.5	5	5	1	0	0
-125.30000000000008	-62.65000000000004	-23.499999999999996	-1	4	1	1	0
-302.2999999999999	-151.14999999999995	-44.8	0	6	1	1	0
-147.30000000000015	-73.65000000000008	-17.700000000000003	0	4	1	0	0
53.899999999999935	26.949999999999967	-18.599999999999998	-2	2	1	1	0
-219.29999999999933	-109.64999999999966	18.0	1	2	1	0	0
-23.900000000000123	-11.950000000000061	-33.2	-1	3	1	1	0
-198.00000000000023	-99.00000000000011	-44.2	-8	2	1	0	0
-211.09999999999994	-105.54999999999997	-13.700000000000001	2	5	1	0	0
-355.19999999999857	-177.59999999999928	-22.59999999999999	3	6	1	0	1
-229.39999999999986	-114.69999999999993	-20.2	1	6	1	0	0
-42.900000000000034	-21.450000000000017	-16.6	-2	3	1	1	0
-673.9999999999995	-336.9999999999998	-22.5	1	4	1	1	0
-44.8	-22.4	-18.200000000000003	0	3	1	1	0
-5.499999999999943	-2.7499999999999716	-14.099999999999998	-2	3	1	1	0
-205.90000000000006	-102.95000000000003	-15.499999999999998	1	5	1	0	0
-42.79999999999998	-21.39999999999999	-4.000000000000003	1	3	1	0	0
-338.7999999999997	-169.39999999999986	-33.19999999999999	-1	3	1	0	0
-72.4000000000001	-36.20000000000005	-3.200000000000003	-3	3	1	1	0
-123.50000000000003	-61.750000000000014	-46.6	-8	2	0	0	0
-219.20000000000016	-109.60000000000008	-16.2	-1	2	1	1	0
-192.3999999999999	-96.19999999999995	-21.399999999999995	-2	2	1	1	0
-134.60000000000005	-67.30000000000003	-27.2	-2	3	1	0	0
-239.20000000000002	-119.60000000000001	-27.7	-1	2	1	0	0
-145.19999999999996	-72.59999999999998	2.1999999999999993	-4	1	1	0	0
-373.19999999999976	-186.59999999999988	-55.1	0	6	1	0	0
-638.6000000000007	-319.30000000000035	-28.4	-6	2	1	1	0
-358.9999999999989	-179.49999999999946	-21.8	3	6	1	0	1
-219.79999999999987	-109.89999999999993	0.49999999999999956	0	3	1	0	1
-506.39999999999884	-253.19999999999942	-14.8	0	2	1	0	1
-216.70000000000007	-108.35000000000004	-23.099999999999994	0	5	1	1	0
-234.39999999999986	-117.19999999999993	-19.799999999999997	-1	2	1	0	0
-330.0999999999986	-165.0499999999993	-18.499999999999996	-1	4	1	1	1
-100.10000000000011	-50.050000000000054	-12.399999999999999	1	6	1	0	0
22.300000000000026	11.150000000000013	-3.6	1	5	1	1	0
-125.19999999999996	-62.59999999999998	-20.099999999999994	2	4	1	0	0
-56.200000000000045	-28.100000000000023	32.40000000000002	2	2	1	0	0
-168.4	-84.2	-13.2	0	4	1	0	0
-107.49999999999999	-53.74999999999999	-30.799999999999997	3	6	1	1	0
-9.100000000000003	-4.550000000000002	-11.799999999999999	-2	3	0	0	0
-270.79999999999944	-135.39999999999972	-25.3	-9	0	1	0	0
-278.3999999999995	-139.19999999999976	-2.9000000000000012	2	3	1	0	0
-215.09999999999974	-107.54999999999987	13.5	1	2	1	0	0
-254.0999999999995	-127.04999999999976	6.099999999999998	-3	2	1	1	0
-139.9000000000002	-69.9500000000001	-18.5	1	4	1	0	0
-367.99999999999983	-183.99999999999991	-53.60000000000001	0	4	1	1	0
-136.50000000000003	-68.25000000000001	-17.2	2	5	1	1	0
-211.99999999999997	-105.99999999999999	-23.3	-4	1	1	0	0
-231.80000000000015	-115.90000000000008	-23.499999999999996	-1	3	1	0	0
